Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
16 País Vasco;Menores de 25 años;Ambos sexos;2012T1;37,42
16 País Vasco;Menores de 25 años;Ambos sexos;2011T4;36,61
16 País Vasco;Menores de 25 años;Ambos sexos;2011T3;35,35
16 País Vasco;Menores de 25 años;Ambos sexos;2011T2;33,84
16 País Vasco;Menores de 25 años;Ambos sexos;2011T1;30,22
16 País Vasco;Menores de 25 años;Ambos sexos;2010T4;29,98
16 País Vasco;Menores de 25 años;Ambos sexos;2010T3;29,13
16 País Vasco;Menores de 25 años;Ambos sexos;2010T2;31,80
16 País Vasco;Menores de 25 años;Ambos sexos;2010T1;31,56
16 País Vasco;25 y más años;Ambos sexos;2020T3;8,47
16 País Vasco;25 y más años;Ambos sexos;2020T2;8,09
16 País Vasco;25 y más años;Ambos sexos;2020T1;8,03
16 País Vasco;25 y más años;Ambos sexos;2019T4;8,19
16 País Vasco;25 y más años;Ambos sexos;2019T3;8,01
16 País Vasco;25 y más años;Ambos sexos;2019T2;7,80
16 País Vasco;25 y más años;Ambos sexos;2019T1;8,38
16 País Vasco;25 y más años;Ambos sexos;2018T4;8,83
16 País Vasco;25 y más años;Ambos sexos;2018T3;8,39
16 País Vasco;25 y más años;Ambos sexos;2018T2;9,19
16 País Vasco;25 y más años;Ambos sexos;2018T1;9,89
16 País Vasco;25 y más años;Ambos sexos;2017T4;9,82
16 País Vasco;25 y más años;Ambos sexos;2017T3;10,41
16 País Vasco;25 y más años;Ambos sexos;2017T2;10,51
16 País Vasco;25 y más años;Ambos sexos;2017T1;11,11
16 País Vasco;25 y más años;Ambos sexos;2016T4;11,37
16 País Vasco;25 y más años;Ambos sexos;2016T3;11,38
16 País Vasco;25 y más años;Ambos sexos;2016T2;11,30
16 País Vasco;25 y más años;Ambos sexos;2016T1;11,97
16 País Vasco;25 y más años;Ambos sexos;2015T4;11,53
16 País Vasco;25 y más años;Ambos sexos;2015T3;12,38
16 País Vasco;25 y más años;Ambos sexos;2015T2;14,71
16 País Vasco;25 y más años;Ambos sexos;2015T1;15,39
16 País Vasco;25 y más años;Ambos sexos;2014T4;15,37
16 País Vasco;25 y más años;Ambos sexos;2014T3;13,91
16 País Vasco;25 y más años;Ambos sexos;2014T2;14,88
16 País Vasco;25 y más años;Ambos sexos;2014T1;15,82
16 País Vasco;25 y más años;Ambos sexos;2013T4;15,01
16 País Vasco;25 y más años;Ambos sexos;2013T3;15,04
16 País Vasco;25 y más años;Ambos sexos;2013T2;14,51
16 País Vasco;25 y más años;Ambos sexos;2013T1;15,34
16 País Vasco;25 y más años;Ambos sexos;2012T4;14,87
16 País Vasco;25 y más años;Ambos sexos;2012T3;14,68
16 País Vasco;25 y más años;Ambos sexos;2012T2;13,51
16 País Vasco;25 y más años;Ambos sexos;2012T1;12,92
16 País Vasco;25 y más años;Ambos sexos;2011T4;11,68
16 País Vasco;25 y más años;Ambos sexos;2011T3;10,82
16 País Vasco;25 y más años;Ambos sexos;2011T2;10,41
16 País Vasco;25 y más años;Ambos sexos;2011T1;10,82
16 País Vasco;25 y más años;Ambos sexos;2010T4;9,72
16 País Vasco;25 y más años;Ambos sexos;2010T3;8,84
16 País Vasco;25 y más años;Ambos sexos;2010T2;9,19
16 País Vasco;25 y más años;Ambos sexos;2010T1;9,75
16 País Vasco;De 16 a 19 años;Ambos sexos;2020T3;52,59
16 País Vasco;De 16 a 19 años;Ambos sexos;2020T2;49,73
16 País Vasco;De 16 a 19 años;Ambos sexos;2020T1;20,07
16 País Vasco;De 16 a 19 años;Ambos sexos;2019T4;33,95
16 País Vasco;De 16 a 19 años;Ambos sexos;2019T3;46,92
16 País Vasco;De 16 a 19 años;Ambos sexos;2019T2;34,56
16 País Vasco;De 16 a 19 años;Ambos sexos;2019T1;35,82
16 País Vasco;De 16 a 19 años;Ambos sexos;2018T4;33,24
16 País Vasco;De 16 a 19 años;Ambos sexos;2018T3;21,79
16 País Vasco;De 16 a 19 años;Ambos sexos;2018T2;43,04
16 País Vasco;De 16 a 19 años;Ambos sexos;2018T1;22,00
16 País Vasco;De 16 a 19 años;Ambos sexos;2017T4;28,86
16 País Vasco;De 16 a 19 años;Ambos sexos;2017T3;43,67
16 País Vasco;De 16 a 19 años;Ambos sexos;2017T2;33,69
16 País Vasco;De 16 a 19 años;Ambos sexos;2017T1;38,39
16 País Vasco;De 16 a 19 años;Ambos sexos;2016T4;58,14
16 País Vasco;De 16 a 19 años;Ambos sexos;2016T3;53,51
16 País Vasco;De 16 a 19 años;Ambos sexos;2016T2;61,91
16 País Vasco;De 16 a 19 años;Ambos sexos;2016T1;51,32
16 País Vasco;De 16 a 19 años;Ambos sexos;2015T4;56,69
16 País Vasco;De 16 a 19 años;Ambos sexos;2015T3;48,11
16 País Vasco;De 16 a 19 años;Ambos sexos;2015T2;60,07
16 País Vasco;De 16 a 19 años;Ambos sexos;2015T1;51,72
16 País Vasco;De 16 a 19 años;Ambos sexos;2014T4;56,00
16 País Vasco;De 16 a 19 años;Ambos sexos;2014T3;46,98
16 País Vasco;De 16 a 19 años;Ambos sexos;2014T2;60,96
16 País Vasco;De 16 a 19 años;Ambos sexos;2014T1;40,19
16 País Vasco;De 16 a 19 años;Ambos sexos;2013T4;75,16
16 País Vasco;De 16 a 19 años;Ambos sexos;2013T3;53,11
16 País Vasco;De 16 a 19 años;Ambos sexos;2013T2;71,50
16 País Vasco;De 16 a 19 años;Ambos sexos;2013T1;63,52
16 País Vasco;De 16 a 19 años;Ambos sexos;2012T4;68,65
16 País Vasco;De 16 a 19 años;Ambos sexos;2012T3;68,58
16 País Vasco;De 16 a 19 años;Ambos sexos;2012T2;66,43
16 País Vasco;De 16 a 19 años;Ambos sexos;2012T1;52,87
16 País Vasco;De 16 a 19 años;Ambos sexos;2011T4;63,23
16 País Vasco;De 16 a 19 años;Ambos sexos;2011T3;46,39
16 País Vasco;De 16 a 19 años;Ambos sexos;2011T2;50,66
16 País Vasco;De 16 a 19 años;Ambos sexos;2011T1;46,19
16 País Vasco;De 16 a 19 años;Ambos sexos;2010T4;27,68
16 País Vasco;De 16 a 19 años;Ambos sexos;2010T3;38,09
16 País Vasco;De 16 a 19 años;Ambos sexos;2010T2;48,23
16 País Vasco;De 16 a 19 años;Ambos sexos;2010T1;47,57
16 País Vasco;De 20 a 24 años;Ambos sexos;2020T3;40,80
16 País Vasco;De 20 a 24 años;Ambos sexos;2020T2;29,37
16 País Vasco;De 20 a 24 años;Ambos sexos;2020T1;22,29
16 País Vasco;De 20 a 24 años;Ambos sexos;2019T4;24,09
16 País Vasco;De 20 a 24 años;Ambos sexos;2019T3;25,55
16 País Vasco;De 20 a 24 años;Ambos sexos;2019T2;21,12
16 País Vasco;De 20 a 24 años;Ambos sexos;2019T1;30,84
16 País Vasco;De 20 a 24 años;Ambos sexos;2018T4;21,65
16 País Vasco;De 20 a 24 años;Ambos sexos;2018T3;26,74
16 País Vasco;De 20 a 24 años;Ambos sexos;2018T2;23,37
16 País Vasco;De 20 a 24 años;Ambos sexos;2018T1;28,34
16 País Vasco;De 20 a 24 años;Ambos sexos;2017T4;23,23
16 País Vasco;De 20 a 24 años;Ambos sexos;2017T3;29,27
16 País Vasco;De 20 a 24 años;Ambos sexos;2017T2;24,57
16 País Vasco;De 20 a 24 años;Ambos sexos;2017T1;26,49
16 País Vasco;De 20 a 24 años;Ambos sexos;2016T4;27,30
16 País Vasco;De 20 a 24 años;Ambos sexos;2016T3;37,49
16 País Vasco;De 20 a 24 años;Ambos sexos;2016T2;32,08
16 País Vasco;De 20 a 24 años;Ambos sexos;2016T1;28,51
16 País Vasco;De 20 a 24 años;Ambos sexos;2015T4;39,78
16 País Vasco;De 20 a 24 años;Ambos sexos;2015T3;39,63
16 País Vasco;De 20 a 24 años;Ambos sexos;2015T2;37,38
16 País Vasco;De 20 a 24 años;Ambos sexos;2015T1;37,89
16 País Vasco;De 20 a 24 años;Ambos sexos;2014T4;41,51
16 País Vasco;De 20 a 24 años;Ambos sexos;2014T3;42,14
16 País Vasco;De 20 a 24 años;Ambos sexos;2014T2;41,61
16 País Vasco;De 20 a 24 años;Ambos sexos;2014T1;50,78
16 País Vasco;De 20 a 24 años;Ambos sexos;2013T4;44,75
16 País Vasco;De 20 a 24 años;Ambos sexos;2013T3;41,05
16 País Vasco;De 20 a 24 años;Ambos sexos;2013T2;43,39
16 País Vasco;De 20 a 24 años;Ambos sexos;2013T1;44,76
16 País Vasco;De 20 a 24 años;Ambos sexos;2012T4;42,63
16 País Vasco;De 20 a 24 años;Ambos sexos;2012T3;39,22
16 País Vasco;De 20 a 24 años;Ambos sexos;2012T2;41,94
16 País Vasco;De 20 a 24 años;Ambos sexos;2012T1;35,94
16 País Vasco;De 20 a 24 años;Ambos sexos;2011T4;33,58
16 País Vasco;De 20 a 24 años;Ambos sexos;2011T3;33,73
16 País Vasco;De 20 a 24 años;Ambos sexos;2011T2;31,63
16 País Vasco;De 20 a 24 años;Ambos sexos;2011T1;28,54
16 País Vasco;De 20 a 24 años;Ambos sexos;2010T4;30,25
16 País Vasco;De 20 a 24 años;Ambos sexos;2010T3;27,89
16 País Vasco;De 20 a 24 años;Ambos sexos;2010T2;29,23
16 País Vasco;De 20 a 24 años;Ambos sexos;2010T1;29,38
16 País Vasco;De 25 a 54 años;Ambos sexos;2020T3;8,58
16 País Vasco;De 25 a 54 años;Ambos sexos;2020T2;8,54
16 País Vasco;De 25 a 54 años;Ambos sexos;2020T1;8,48
16 País Vasco;De 25 a 54 años;Ambos sexos;2019T4;8,06
16 País Vasco;De 25 a 54 años;Ambos sexos;2019T3;7,89
16 País Vasco;De 25 a 54 años;Ambos sexos;2019T2;7,48
16 País Vasco;De 25 a 54 años;Ambos sexos;2019T1;8,18
16 País Vasco;De 25 a 54 años;Ambos sexos;2018T4;8,80
16 País Vasco;De 25 a 54 años;Ambos sexos;2018T3;8,54
16 País Vasco;De 25 a 54 años;Ambos sexos;2018T2;9,46
16 País Vasco;De 25 a 54 años;Ambos sexos;2018T1;10,01
16 País Vasco;De 25 a 54 años;Ambos sexos;2017T4;10,12
16 País Vasco;De 25 a 54 años;Ambos sexos;2017T3;10,98
16 País Vasco;De 25 a 54 años;Ambos sexos;2017T2;10,91
16 País Vasco;De 25 a 54 años;Ambos sexos;2017T1;11,40
16 País Vasco;De 25 a 54 años;Ambos sexos;2016T4;11,47
16 País Vasco;De 25 a 54 años;Ambos sexos;2016T3;11,92
16 País Vasco;De 25 a 54 años;Ambos sexos;2016T2;11,83
16 País Vasco;De 25 a 54 años;Ambos sexos;2016T1;12,68
16 País Vasco;De 25 a 54 años;Ambos sexos;2015T4;12,14
16 País Vasco;De 25 a 54 años;Ambos sexos;2015T3;13,31
16 País Vasco;De 25 a 54 años;Ambos sexos;2015T2;15,85
16 País Vasco;De 25 a 54 años;Ambos sexos;2015T1;16,74
16 País Vasco;De 25 a 54 años;Ambos sexos;2014T4;16,50
16 País Vasco;De 25 a 54 años;Ambos sexos;2014T3;14,97
16 País Vasco;De 25 a 54 años;Ambos sexos;2014T2;16,08
16 País Vasco;De 25 a 54 años;Ambos sexos;2014T1;16,85
16 País Vasco;De 25 a 54 años;Ambos sexos;2013T4;15,91
16 País Vasco;De 25 a 54 años;Ambos sexos;2013T3;15,94
16 País Vasco;De 25 a 54 años;Ambos sexos;2013T2;15,52
16 País Vasco;De 25 a 54 años;Ambos sexos;2013T1;16,19
16 País Vasco;De 25 a 54 años;Ambos sexos;2012T4;15,91
16 País Vasco;De 25 a 54 años;Ambos sexos;2012T3;15,48
16 País Vasco;De 25 a 54 años;Ambos sexos;2012T2;14,12
16 País Vasco;De 25 a 54 años;Ambos sexos;2012T1;13,22
16 País Vasco;De 25 a 54 años;Ambos sexos;2011T4;12,20
16 País Vasco;De 25 a 54 años;Ambos sexos;2011T3;11,17
16 País Vasco;De 25 a 54 años;Ambos sexos;2011T2;11,00
16 País Vasco;De 25 a 54 años;Ambos sexos;2011T1;11,41
16 País Vasco;De 25 a 54 años;Ambos sexos;2010T4;10,29
16 País Vasco;De 25 a 54 años;Ambos sexos;2010T3;9,38
16 País Vasco;De 25 a 54 años;Ambos sexos;2010T2;9,54
16 País Vasco;De 25 a 54 años;Ambos sexos;2010T1;10,28
16 País Vasco;55 y más años;Ambos sexos;2020T3;8,11
16 País Vasco;55 y más años;Ambos sexos;2020T2;6,47
16 País Vasco;55 y más años;Ambos sexos;2020T1;6,33
16 País Vasco;55 y más años;Ambos sexos;2019T4;8,67
16 País Vasco;55 y más años;Ambos sexos;2019T3;8,49
16 País Vasco;55 y más años;Ambos sexos;2019T2;9,10
16 País Vasco;55 y más años;Ambos sexos;2019T1;9,22
16 País Vasco;55 y más años;Ambos sexos;2018T4;8,97
16 País Vasco;55 y más años;Ambos sexos;2018T3;7,78
16 País Vasco;55 y más años;Ambos sexos;2018T2;8,02
16 País Vasco;55 y más años;Ambos sexos;2018T1;9,37
16 País Vasco;55 y más años;Ambos sexos;2017T4;8,52
16 País Vasco;55 y más años;Ambos sexos;2017T3;7,93
16 País Vasco;55 y más años;Ambos sexos;2017T2;8,77
16 País Vasco;55 y más años;Ambos sexos;2017T1;9,89
16 País Vasco;55 y más años;Ambos sexos;2016T4;10,91
16 País Vasco;55 y más años;Ambos sexos;2016T3;8,99
16 País Vasco;55 y más años;Ambos sexos;2016T2;8,92
16 País Vasco;55 y más años;Ambos sexos;2016T1;8,86
16 País Vasco;55 y más años;Ambos sexos;2015T4;8,76
16 País Vasco;55 y más años;Ambos sexos;2015T3;8,02
16 País Vasco;55 y más años;Ambos sexos;2015T2;9,06
16 País Vasco;55 y más años;Ambos sexos;2015T1;8,76
16 País Vasco;55 y más años;Ambos sexos;2014T4;9,67
16 País Vasco;55 y más años;Ambos sexos;2014T3;8,26
16 País Vasco;55 y más años;Ambos sexos;2014T2;8,48
16 País Vasco;55 y más años;Ambos sexos;2014T1;10,37
16 País Vasco;55 y más años;Ambos sexos;2013T4;10,13
16 País Vasco;55 y más años;Ambos sexos;2013T3;10,02
16 País Vasco;55 y más años;Ambos sexos;2013T2;8,81
16 País Vasco;55 y más años;Ambos sexos;2013T1;10,65
16 País Vasco;55 y más años;Ambos sexos;2012T4;8,97
16 País Vasco;55 y más años;Ambos sexos;2012T3;10,13
16 País Vasco;55 y más años;Ambos sexos;2012T2;9,93
16 País Vasco;55 y más años;Ambos sexos;2012T1;11,13
16 País Vasco;55 y más años;Ambos sexos;2011T4;8,66
16 País Vasco;55 y más años;Ambos sexos;2011T3;8,78
16 País Vasco;55 y más años;Ambos sexos;2011T2;6,76
16 País Vasco;55 y más años;Ambos sexos;2011T1;7,18
16 País Vasco;55 y más años;Ambos sexos;2010T4;6,02
16 País Vasco;55 y más años;Ambos sexos;2010T3;5,38
16 País Vasco;55 y más años;Ambos sexos;2010T2;6,88
16 País Vasco;55 y más años;Ambos sexos;2010T1;6,13
17 Rioja, La;Menores de 25 años;Ambos sexos;2020T3;32,74
17 Rioja, La;Menores de 25 años;Ambos sexos;2020T2;27,56
17 Rioja, La;Menores de 25 años;Ambos sexos;2020T1;21,61
17 Rioja, La;Menores de 25 años;Ambos sexos;2019T4;20,24
17 Rioja, La;Menores de 25 años;Ambos sexos;2019T3;28,09
17 Rioja, La;Menores de 25 años;Ambos sexos;2019T2;22,35
17 Rioja, La;Menores de 25 años;Ambos sexos;2019T1;28,90
17 Rioja, La;Menores de 25 años;Ambos sexos;2018T4;28,62
17 Rioja, La;Menores de 25 años;Ambos sexos;2018T3;20,40
17 Rioja, La;Menores de 25 años;Ambos sexos;2018T2;25,94
17 Rioja, La;Menores de 25 años;Ambos sexos;2018T1;27,81
17 Rioja, La;Menores de 25 años;Ambos sexos;2017T4;28,69
17 Rioja, La;Menores de 25 años;Ambos sexos;2017T3;36,10
17 Rioja, La;Menores de 25 años;Ambos sexos;2017T2;24,25
17 Rioja, La;Menores de 25 años;Ambos sexos;2017T1;29,12
17 Rioja, La;Menores de 25 años;Ambos sexos;2016T4;22,37
17 Rioja, La;Menores de 25 años;Ambos sexos;2016T3;35,48
17 Rioja, La;Menores de 25 años;Ambos sexos;2016T2;46,24
17 Rioja, La;Menores de 25 años;Ambos sexos;2016T1;38,87
17 Rioja, La;Menores de 25 años;Ambos sexos;2015T4;32,35
17 Rioja, La;Menores de 25 años;Ambos sexos;2015T3;36,75
17 Rioja, La;Menores de 25 años;Ambos sexos;2015T2;45,31
17 Rioja, La;Menores de 25 años;Ambos sexos;2015T1;47,00
17 Rioja, La;Menores de 25 años;Ambos sexos;2014T4;42,38
17 Rioja, La;Menores de 25 años;Ambos sexos;2014T3;45,07
17 Rioja, La;Menores de 25 años;Ambos sexos;2014T2;40,71
17 Rioja, La;Menores de 25 años;Ambos sexos;2014T1;51,03
17 Rioja, La;Menores de 25 años;Ambos sexos;2013T4;48,33
17 Rioja, La;Menores de 25 años;Ambos sexos;2013T3;47,47
17 Rioja, La;Menores de 25 años;Ambos sexos;2013T2;57,68
17 Rioja, La;Menores de 25 años;Ambos sexos;2013T1;37,50
17 Rioja, La;Menores de 25 años;Ambos sexos;2012T4;34,93
17 Rioja, La;Menores de 25 años;Ambos sexos;2012T3;48,17
17 Rioja, La;Menores de 25 años;Ambos sexos;2012T2;56,63
17 Rioja, La;Menores de 25 años;Ambos sexos;2012T1;57,23
17 Rioja, La;Menores de 25 años;Ambos sexos;2011T4;44,21
17 Rioja, La;Menores de 25 años;Ambos sexos;2011T3;45,97
17 Rioja, La;Menores de 25 años;Ambos sexos;2011T2;49,64
17 Rioja, La;Menores de 25 años;Ambos sexos;2011T1;44,67
17 Rioja, La;Menores de 25 años;Ambos sexos;2010T4;39,16
17 Rioja, La;Menores de 25 años;Ambos sexos;2010T3;41,52
17 Rioja, La;Menores de 25 años;Ambos sexos;2010T2;34,87
17 Rioja, La;Menores de 25 años;Ambos sexos;2010T1;36,88
17 Rioja, La;25 y más años;Ambos sexos;2020T3;9,96
17 Rioja, La;25 y más años;Ambos sexos;2020T2;9,06
17 Rioja, La;25 y más años;Ambos sexos;2020T1;10,56
17 Rioja, La;25 y más años;Ambos sexos;2019T4;9,26
17 Rioja, La;25 y más años;Ambos sexos;2019T3;7,66
17 Rioja, La;25 y más años;Ambos sexos;2019T2;8,96
17 Rioja, La;25 y más años;Ambos sexos;2019T1;9,90
17 Rioja, La;25 y más años;Ambos sexos;2018T4;9,31
17 Rioja, La;25 y más años;Ambos sexos;2018T3;8,90
17 Rioja, La;25 y más años;Ambos sexos;2018T2;9,68
17 Rioja, La;25 y más años;Ambos sexos;2018T1;10,08
17 Rioja, La;25 y más años;Ambos sexos;2017T4;10,47
17 Rioja, La;25 y más años;Ambos sexos;2017T3;11,14
17 Rioja, La;25 y más años;Ambos sexos;2017T2;10,09
17 Rioja, La;25 y más años;Ambos sexos;2017T1;11,97
17 Rioja, La;25 y más años;Ambos sexos;2016T4;10,33
17 Rioja, La;25 y más años;Ambos sexos;2016T3;12,29
17 Rioja, La;25 y más años;Ambos sexos;2016T2;13,45
17 Rioja, La;25 y más años;Ambos sexos;2016T1;13,02
17 Rioja, La;25 y más años;Ambos sexos;2015T4;12,93
17 Rioja, La;25 y más años;Ambos sexos;2015T3;12,14
17 Rioja, La;25 y más años;Ambos sexos;2015T2;14,62
17 Rioja, La;25 y más años;Ambos sexos;2015T1;15,72
17 Rioja, La;25 y más años;Ambos sexos;2014T4;15,48
17 Rioja, La;25 y más años;Ambos sexos;2014T3;16,02
17 Rioja, La;25 y más años;Ambos sexos;2014T2;16,12
17 Rioja, La;25 y más años;Ambos sexos;2014T1;17,47
17 Rioja, La;25 y más años;Ambos sexos;2013T4;18,45
17 Rioja, La;25 y más años;Ambos sexos;2013T3;17,77
17 Rioja, La;25 y más años;Ambos sexos;2013T2;18,47
17 Rioja, La;25 y más años;Ambos sexos;2013T1;18,16
17 Rioja, La;25 y más años;Ambos sexos;2012T4;17,80
17 Rioja, La;25 y más años;Ambos sexos;2012T3;18,39
17 Rioja, La;25 y más años;Ambos sexos;2012T2;20,03
17 Rioja, La;25 y más años;Ambos sexos;2012T1;17,11
17 Rioja, La;25 y más años;Ambos sexos;2011T4;16,73
17 Rioja, La;25 y más años;Ambos sexos;2011T3;15,13
17 Rioja, La;25 y más años;Ambos sexos;2011T2;14,24
17 Rioja, La;25 y más años;Ambos sexos;2011T1;13,66
17 Rioja, La;25 y más años;Ambos sexos;2010T4;13,98
17 Rioja, La;25 y más años;Ambos sexos;2010T3;11,82
17 Rioja, La;25 y más años;Ambos sexos;2010T2;10,58
17 Rioja, La;25 y más años;Ambos sexos;2010T1;13,23
17 Rioja, La;De 16 a 19 años;Ambos sexos;2020T3;48,78
17 Rioja, La;De 16 a 19 años;Ambos sexos;2020T2;60,76
17 Rioja, La;De 16 a 19 años;Ambos sexos;2020T1;45,05
17 Rioja, La;De 16 a 19 años;Ambos sexos;2019T4;28,22
17 Rioja, La;De 16 a 19 años;Ambos sexos;2019T3;34,71
17 Rioja, La;De 16 a 19 años;Ambos sexos;2019T2;36,28
17 Rioja, La;De 16 a 19 años;Ambos sexos;2019T1;55,93
17 Rioja, La;De 16 a 19 años;Ambos sexos;2018T4;20,80
17 Rioja, La;De 16 a 19 años;Ambos sexos;2018T3;39,87
17 Rioja, La;De 16 a 19 años;Ambos sexos;2018T2;51,06
17 Rioja, La;De 16 a 19 años;Ambos sexos;2018T1;65,70
17 Rioja, La;De 16 a 19 años;Ambos sexos;2017T4;52,54
17 Rioja, La;De 16 a 19 años;Ambos sexos;2017T3;65,29
17 Rioja, La;De 16 a 19 años;Ambos sexos;2017T2;25,71
17 Rioja, La;De 16 a 19 años;Ambos sexos;2017T1;46,87
17 Rioja, La;De 16 a 19 años;Ambos sexos;2016T4;43,66
17 Rioja, La;De 16 a 19 años;Ambos sexos;2016T3;77,61
17 Rioja, La;De 16 a 19 años;Ambos sexos;2016T2;88,81
17 Rioja, La;De 16 a 19 años;Ambos sexos;2016T1;57,57
17 Rioja, La;De 16 a 19 años;Ambos sexos;2015T4;47,04
17 Rioja, La;De 16 a 19 años;Ambos sexos;2015T3;59,93
17 Rioja, La;De 16 a 19 años;Ambos sexos;2015T2;79,37
17 Rioja, La;De 16 a 19 años;Ambos sexos;2015T1;79,99
17 Rioja, La;De 16 a 19 años;Ambos sexos;2014T4;47,18
17 Rioja, La;De 16 a 19 años;Ambos sexos;2014T3;68,93
17 Rioja, La;De 16 a 19 años;Ambos sexos;2014T2;83,78
17 Rioja, La;De 16 a 19 años;Ambos sexos;2014T1;68,49
17 Rioja, La;De 16 a 19 años;Ambos sexos;2013T4;57,49
17 Rioja, La;De 16 a 19 años;Ambos sexos;2013T3;46,12
17 Rioja, La;De 16 a 19 años;Ambos sexos;2013T2;66,90
17 Rioja, La;De 16 a 19 años;Ambos sexos;2013T1;59,47
17 Rioja, La;De 16 a 19 años;Ambos sexos;2012T4;48,75
17 Rioja, La;De 16 a 19 años;Ambos sexos;2012T3;53,88
17 Rioja, La;De 16 a 19 años;Ambos sexos;2012T2;77,40
17 Rioja, La;De 16 a 19 años;Ambos sexos;2012T1;68,63
17 Rioja, La;De 16 a 19 años;Ambos sexos;2011T4;79,99
17 Rioja, La;De 16 a 19 años;Ambos sexos;2011T3;68,66
17 Rioja, La;De 16 a 19 años;Ambos sexos;2011T2;79,78
17 Rioja, La;De 16 a 19 años;Ambos sexos;2011T1;84,53
17 Rioja, La;De 16 a 19 años;Ambos sexos;2010T4;66,87
17 Rioja, La;De 16 a 19 años;Ambos sexos;2010T3;64,54
17 Rioja, La;De 16 a 19 años;Ambos sexos;2010T2;65,83
17 Rioja, La;De 16 a 19 años;Ambos sexos;2010T1;71,20
17 Rioja, La;De 20 a 24 años;Ambos sexos;2020T3;30,41
17 Rioja, La;De 20 a 24 años;Ambos sexos;2020T2;23,81
17 Rioja, La;De 20 a 24 años;Ambos sexos;2020T1;18,09
17 Rioja, La;De 20 a 24 años;Ambos sexos;2019T4;19,04
17 Rioja, La;De 20 a 24 años;Ambos sexos;2019T3;26,19
17 Rioja, La;De 20 a 24 años;Ambos sexos;2019T2;18,56
17 Rioja, La;De 20 a 24 años;Ambos sexos;2019T1;24,20
17 Rioja, La;De 20 a 24 años;Ambos sexos;2018T4;29,22
17 Rioja, La;De 20 a 24 años;Ambos sexos;2018T3;16,31
17 Rioja, La;De 20 a 24 años;Ambos sexos;2018T2;22,34
17 Rioja, La;De 20 a 24 años;Ambos sexos;2018T1;21,81
17 Rioja, La;De 20 a 24 años;Ambos sexos;2017T4;23,86
17 Rioja, La;De 20 a 24 años;Ambos sexos;2017T3;30,59
17 Rioja, La;De 20 a 24 años;Ambos sexos;2017T2;24,02
17 Rioja, La;De 20 a 24 años;Ambos sexos;2017T1;25,52
17 Rioja, La;De 20 a 24 años;Ambos sexos;2016T4;18,60
17 Rioja, La;De 20 a 24 años;Ambos sexos;2016T3;24,37
17 Rioja, La;De 20 a 24 años;Ambos sexos;2016T2;34,91
17 Rioja, La;De 20 a 24 años;Ambos sexos;2016T1;36,08
17 Rioja, La;De 20 a 24 años;Ambos sexos;2015T4;28,88
17 Rioja, La;De 20 a 24 años;Ambos sexos;2015T3;29,99
17 Rioja, La;De 20 a 24 años;Ambos sexos;2015T2;36,68
17 Rioja, La;De 20 a 24 años;Ambos sexos;2015T1;40,41
17 Rioja, La;De 20 a 24 años;Ambos sexos;2014T4;41,74
17 Rioja, La;De 20 a 24 años;Ambos sexos;2014T3;38,16
17 Rioja, La;De 20 a 24 años;Ambos sexos;2014T2;32,07
17 Rioja, La;De 20 a 24 años;Ambos sexos;2014T1;47,50
17 Rioja, La;De 20 a 24 años;Ambos sexos;2013T4;45,90
17 Rioja, La;De 20 a 24 años;Ambos sexos;2013T3;47,78
17 Rioja, La;De 20 a 24 años;Ambos sexos;2013T2;54,97
17 Rioja, La;De 20 a 24 años;Ambos sexos;2013T1;33,73
17 Rioja, La;De 20 a 24 años;Ambos sexos;2012T4;31,87
17 Rioja, La;De 20 a 24 años;Ambos sexos;2012T3;47,15
17 Rioja, La;De 20 a 24 años;Ambos sexos;2012T2;51,33
17 Rioja, La;De 20 a 24 años;Ambos sexos;2012T1;54,47
17 Rioja, La;De 20 a 24 años;Ambos sexos;2011T4;36,51
17 Rioja, La;De 20 a 24 años;Ambos sexos;2011T3;40,49
17 Rioja, La;De 20 a 24 años;Ambos sexos;2011T2;40,29
17 Rioja, La;De 20 a 24 años;Ambos sexos;2011T1;32,50
17 Rioja, La;De 20 a 24 años;Ambos sexos;2010T4;33,54
17 Rioja, La;De 20 a 24 años;Ambos sexos;2010T3;33,84
17 Rioja, La;De 20 a 24 años;Ambos sexos;2010T2;22,65
17 Rioja, La;De 20 a 24 años;Ambos sexos;2010T1;25,30
17 Rioja, La;De 25 a 54 años;Ambos sexos;2020T3;10,42
17 Rioja, La;De 25 a 54 años;Ambos sexos;2020T2;9,54
17 Rioja, La;De 25 a 54 años;Ambos sexos;2020T1;10,56
17 Rioja, La;De 25 a 54 años;Ambos sexos;2019T4;9,06
17 Rioja, La;De 25 a 54 años;Ambos sexos;2019T3;7,09
17 Rioja, La;De 25 a 54 años;Ambos sexos;2019T2;8,43
17 Rioja, La;De 25 a 54 años;Ambos sexos;2019T1;9,10
17 Rioja, La;De 25 a 54 años;Ambos sexos;2018T4;8,83
17 Rioja, La;De 25 a 54 años;Ambos sexos;2018T3;7,97
17 Rioja, La;De 25 a 54 años;Ambos sexos;2018T2;9,35
17 Rioja, La;De 25 a 54 años;Ambos sexos;2018T1;9,97
17 Rioja, La;De 25 a 54 años;Ambos sexos;2017T4;11,10
17 Rioja, La;De 25 a 54 años;Ambos sexos;2017T3;12,07
